feature,coefficient
t-17_washer dryer,-0.07164874358812186
t-17_hour,-0.23299456543860103
t-17_day,0.04610385071177149
t-17_lag_1,-0.20880471508228055
t-17_rolling_mean,-0.006042617145179396
t-16_dish washer,0.17807198598420554
t-16_electric stove,-8.326672684688674e-16
t-16_fridge,0.3196624581850434
t-16_microwave,-0.04368067494708047
t-16_washer dryer,0.29282125752930493
t-16_hour,-0.14871366207556816
t-16_day,0.032642317535732365
t-16_lag_1,0.16115172652215298
t-16_rolling_mean,0.09008815130558182
t-15_dish washer,-0.6376517502215696
t-15_electric stove,-3.3306690738754696e-16
t-15_fridge,-0.20273532828459973
t-15_microwave,-0.13273902207700616
t-15_washer dryer,-0.24867269996217567
t-15_hour,0.15625102390505202
t-15_day,-0.01606731980839587
t-15_lag_1,-0.2819043700659397
t-15_rolling_mean,-0.12507224581271079
t-14_dish washer,-0.4919371174057795
t-14_electric stove,1.1102230246251565e-16
t-14_fridge,-0.0024071033211091747
t-14_microwave,0.4244362913591974
t-14_washer dryer,-0.2131982481098271
t-14_hour,0.0583079146774472
t-14_day,-0.00042362875120995763
t-14_lag_1,0.40204661100306305
t-14_rolling_mean,0.10675552319746681
t-13_dish washer,-0.23928176159138553
t-13_electric stove,-3.3306690738754696e-16
t-13_fridge,0.2570261828754835
t-13_microwave,0.24505356795961414
t-13_washer dryer,-0.42912257807132037
t-13_hour,-0.23214112189040506
t-13_day,0.04596753681171134
t-13_lag_1,0.018243997275780632
t-13_rolling_mean,0.05251977280986846
t-12_dish washer,0.4623922523428744
t-12_electric stove,6.661338147750939e-16
t-12_fridge,0.0909496096623468
t-12_microwave,-0.19138372040179003
t-12_washer dryer,0.27209953540645765
t-12_hour,-0.049169715880024195
t-12_day,0.0167429372406095
t-12_lag_1,0.02382710770957129
t-12_rolling_mean,0.1685497188576229
t-11_dish washer,0.048447133262629505
t-11_electric stove,1.6653345369377348e-16
t-11_fridge,-0.19012561717872722
t-11_microwave,-0.1804580847565295
t-11_washer dryer,-0.13396993639864543
t-11_hour,0.2120853267174897
t-11_day,-0.02498529872982675
t-11_lag_1,-0.30194612601358334
t-11_rolling_mean,-0.09862669322916714
t-10_dish washer,0.11945572975927794
t-10_electric stove,0.0
t-10_fridge,0.09029592574758374
t-10_microwave,0.15629123840171777
t-10_washer dryer,-0.02154989922973655
t-10_hour,0.003208641067968976
t-10_day,0.008376949672527202
t-10_lag_1,0.3141866378952422
t-10_rolling_mean,0.013688233824305715
t-9_dish washer,-0.013603368596565947
t-9_electric stove,0.0
t-9_fridge,-0.38262968037243195
t-9_microwave,0.17575762023554825
t-9_washer dryer,-0.2162291288582721
t-9_hour,0.30222759891894213
t-9_day,-0.03938302276200348
t-9_lag_1,0.10266334431810148
t-9_rolling_mean,0.04360783630309278
t-8_dish washer,0.4168199326832509
t-8_electric stove,0.0
t-8_fridge,-0.18326638731185624
t-8_microwave,-0.17661330241673873
t-8_washer dryer,-0.047653737759253884
t-8_hour,-0.41102286218337103
t-8_day,0.07453892588628322
t-8_lag_1,-0.15782906065882346
t-8_rolling_mean,0.09830254892915928
t-7_dish washer,0.08990422550433547
t-7_electric stove,0.0
t-7_fridge,0.058496816977778754
t-7_microwave,-0.18788319254032348
t-7_washer dryer,-0.07571836140160489
t-7_hour,-0.15040291104509537
t-7_day,0.032912128135029965
t-7_lag_1,-0.05953203594184597
t-7_rolling_mean,-0.04352961659681273
t-6_dish washer,-0.05688732935967916
t-6_electric stove,0.0
t-6_fridge,0.05083359628937295
t-6_microwave,-0.08243923867311337
t-6_washer dryer,0.47489959022860634
t-6_hour,0.12024698956311364
t-6_day,-0.010316675434336108
t-6_lag_1,0.3324395684132395
t-6_rolling_mean,0.04367410569831934
t-5_dish washer,-0.14471218187460516
t-5_electric stove,0.0
t-5_fridge,-0.2838082977682881
t-5_microwave,-0.040467244041110864
t-5_washer dryer,-0.34668398834696046
t-5_hour,0.08800150989764029
t-5_day,-0.005166355765545416
t-5_lag_1,-0.473849496060906
t-5_rolling_mean,-0.07626066299637121
t-4_dish washer,0.2182859239248531
t-4_electric stove,0.0
t-4_fridge,-0.012352724295667278
t-4_microwave,0.18189618033924573
t-4_washer dryer,0.372091235838552
t-4_hour,-0.025804288758617927
t-4_day,0.013010959297606497
t-4_lag_1,0.45032455733878957
t-4_rolling_mean,0.11723800269837453
t-3_dish washer,0.11891325410581223
t-3_electric stove,0.0
t-3_fridge,-0.11248694505662081
t-3_microwave,-0.09107165868926057
t-3_washer dryer,-0.006175475958687007
t-3_hour,-0.09089746557590722
t-3_day,0.02340778615036842
t-3_lag_1,-0.30583207203049695
t-3_rolling_mean,-0.1249962106163497
t-2_dish washer,-0.004394244857899285
t-2_electric stove,0.0
t-2_fridge,-0.1846723691275028
t-2_microwave,-0.18619560072104252
t-2_washer dryer,-0.21068657278799965
t-2_hour,-0.015382116115328817
t-2_day,0.011346306722637088
t-2_lag_1,-0.17288383591573614
t-2_rolling_mean,-0.010774967965918661
t-1_dish washer,-0.30627956323024536
t-1_electric stove,0.0
t-1_fridge,0.1646795121478879
t-1_microwave,0.12982650000283166
t-1_washer dryer,-0.001486169079044819
t-1_hour,-0.0884729183687459
t-1_day,0.02302053208255768
t-1_lag_1,0.09987465576230059
t-1_rolling_mean,-0.143776265274988
t-0_dish washer,0.28809748602438523
t-0_electric stove,0.0
t-0_fridge,0.2984783017930857
t-0_microwave,0.23111270758051522
t-0_washer dryer,0.16719558519657066
t-0_hour,0.06400875654762953
t-0_day,-0.0013341798832517508
t-0_lag_1,0.39952801630912366
t-0_rolling_mean,0.12391907833101501
