feature,coefficient
t-11_day,-0.02840926463154559
t-11_lag_1,0.10716574727684891
t-11_rolling_mean,0.06725026774943679
t-10_dish washer,-0.15791088116920993
t-10_electric stove,0.017598438115125653
t-10_fridge,-1.1102230246251565e-16
t-10_microwave,-5.551115123125783e-17
t-10_washer dryer,-0.12789878279340067
t-10_hour,0.12716858601437017
t-10_day,-0.02750794921519689
t-10_lag_1,-0.19155304999958508
t-10_rolling_mean,-0.16863256097861928
t-9_dish washer,-0.16775468779013364
t-9_electric stove,-0.40888988754773836
t-9_fridge,0.0
t-9_microwave,0.0
t-9_washer dryer,0.17849589611665187
t-9_hour,-0.1157757372492115
t-9_day,0.011295657972730216
t-9_lag_1,0.5502049577897924
t-9_rolling_mean,0.18980335575471668
t-8_dish washer,0.3714207246929257
t-8_electric stove,-0.40149499497739144
t-8_fridge,0.0
t-8_microwave,0.0
t-8_washer dryer,-0.01298134326286849
t-8_hour,0.17558726082240794
t-8_day,-0.035241487552592876
t-8_lag_1,-0.2731506420686337
t-8_rolling_mean,0.03483858324968337
t-7_dish washer,0.12495648143386275
t-7_electric stove,-0.2896185087874255
t-7_fridge,0.0
t-7_microwave,0.0
t-7_washer dryer,-0.27432333418915383
t-7_hour,-0.3504545367841861
t-7_day,0.04877907734290707
t-7_lag_1,-0.23330232275867036
t-7_rolling_mean,0.0178273085936069
t-6_dish washer,0.35754431127970204
t-6_electric stove,0.28081460417753934
t-6_fridge,0.0
t-6_microwave,0.0
t-6_washer dryer,0.0875648095913896
t-6_hour,0.36962622710906856
t-6_day,-0.06623382244559843
t-6_lag_1,0.6068962433929618
t-6_rolling_mean,0.04092689731139432
t-5_dish washer,0.4560026676240546
t-5_electric stove,0.2035745930261304
t-5_fridge,0.0
t-5_microwave,0.0
t-5_washer dryer,0.1208867507809922
t-5_hour,-0.16158082056146106
t-5_day,0.01861174766844048
t-5_lag_1,-0.46364279443768475
t-5_rolling_mean,-0.03669156427177561
t-4_dish washer,-0.29057687638833896
t-4_electric stove,-0.294530846732586
t-4_fridge,0.0
t-4_microwave,0.0
t-4_washer dryer,-0.12519685724912072
t-4_hour,-0.03990756535703655
t-4_day,-0.0008221750378230863
t-4_lag_1,-0.18124845408485685
t-4_rolling_mean,-0.015481550338563854
t-3_dish washer,-0.4245057642238467
t-3_electric stove,-0.4299445575870774
t-3_fridge,0.0
t-3_microwave,0.0
t-3_washer dryer,-0.4513787836425964
t-3_hour,0.016666241634579665
t-3_day,-0.009858269210098206
t-3_lag_1,0.19714057194721263
t-3_rolling_mean,-0.18244173450920764
t-2_dish washer,0.45160203316117153
t-2_electric stove,-0.7596583444537061
t-2_fridge,0.0
t-2_microwave,0.0
t-2_washer dryer,0.3170017043152928
t-2_hour,-0.1916885473367883
t-2_day,0.02342062069505143
t-2_lag_1,0.13223223596133102
t-2_rolling_mean,0.0603551606919836
t-1_dish washer,-0.23778733218147383
t-1_electric stove,-0.6188414526748287
t-1_fridge,0.0
t-1_microwave,0.0
t-1_washer dryer,-0.31413855641138144
t-1_hour,0.3120201320687158
t-1_day,-0.057032848932203395
t-1_lag_1,-0.3560385646179689
t-1_rolling_mean,-0.010865303305131802
t-0_dish washer,0.22820423524544248
t-0_electric stove,0.4121968726804399
t-0_fridge,0.0
t-0_microwave,0.0
t-0_washer dryer,0.35665983427079057
t-0_hour,0.12862990230495175
t-0_day,-0.027741353900501364
t-0_lag_1,0.646543366535581
t-0_rolling_mean,0.17224960779917553
