feature,coefficient
t-17_washer dryer,0.24490583359528742
t-17_hour,-0.09544426800083113
t-17_day,0.031222121397236346
t-17_lag_1,-0.1941700010537357
t-17_rolling_mean,0.018717500305889673
t-16_dish washer,0.10968600229317765
t-16_electric stove,-0.09815458744831908
t-16_fridge,-0.04107160500914814
t-16_microwave,-0.23560478459955558
t-16_washer dryer,0.8966028111595779
t-16_hour,-0.20685800807165658
t-16_day,0.049017371547441915
t-16_lag_1,0.2402049880452441
t-16_rolling_mean,0.11778741047324706
t-15_dish washer,-0.5059053747761015
t-15_electric stove,0.6283588294374925
t-15_fridge,-0.2828573442741601
t-15_microwave,0.1571190289849565
t-15_washer dryer,0.41386871662510866
t-15_hour,0.49253014304120424
t-15_day,-0.06269045814419277
t-15_lag_1,0.02546207371214043
t-15_rolling_mean,0.029217949752674707
t-14_dish washer,-0.5577600614742835
t-14_electric stove,-0.7260300137633107
t-14_fridge,-0.005897606909332415
t-14_microwave,0.4218706100648615
t-14_washer dryer,0.0008390148311092221
t-14_hour,-0.08937402513257875
t-14_day,0.030252568716893295
t-14_lag_1,0.185132152341637
t-14_rolling_mean,0.18422336046351243
t-13_dish washer,-0.3459963433385411
t-13_electric stove,-0.2385045222349901
t-13_fridge,0.10710983353838882
t-13_microwave,0.7580438205862069
t-13_washer dryer,0.0928526097331942
t-13_hour,-0.21569441508936288
t-13_day,0.05042874211276817
t-13_lag_1,0.20843487454680368
t-13_rolling_mean,0.1712402032442035
t-12_dish washer,-0.18833217698489296
t-12_electric stove,0.2038942666006051
t-12_fridge,-0.20511378794626353
t-12_microwave,0.46423393981547934
t-12_washer dryer,0.2823854623956825
t-12_hour,-0.3388561320223888
t-12_day,0.07010040523401516
t-12_lag_1,-0.6952540120795097
t-12_rolling_mean,-0.1232872384906111
t-11_dish washer,0.0822106726912525
t-11_electric stove,0.0509926782872131
t-11_fridge,-0.3917039928215393
t-11_microwave,-0.04992557323720216
t-11_washer dryer,0.21163489383275105
t-11_hour,-0.04924390787528496
t-11_day,0.02384289721052582
t-11_lag_1,-0.04667718381825184
t-11_rolling_mean,-0.2180183151175794
t-10_dish washer,-0.88229451502713
t-10_electric stove,0.23157535249022043
t-10_fridge,-0.09540691679509737
t-10_microwave,0.6235177041008721
t-10_washer dryer,-0.11188046112625218
t-10_hour,0.4460166610959533
t-10_day,-0.05526122144461382
t-10_lag_1,0.24442551324589812
t-10_rolling_mean,-0.2033104003763596
t-9_dish washer,0.11959971391761126
t-9_electric stove,0.44241882661071874
t-9_fridge,0.08334156203744726
t-9_microwave,-0.011250899869840715
t-9_washer dryer,-0.36024194078711314
t-9_hour,-0.003177151613622309
t-9_day,0.016485012529843968
t-9_lag_1,-0.06903068842179022
t-9_rolling_mean,0.05260168082686348
t-8_dish washer,0.24891757581967439
t-8_electric stove,-0.03157130059577315
t-8_fridge,0.055293917827912126
t-8_microwave,-0.30921393294228716
t-8_washer dryer,-0.6679037849474954
t-8_hour,0.039644442823476456
t-8_day,-0.45902790818218014
t-8_lag_1,-0.2691665718516983
t-8_rolling_mean,-0.03832071089228732
t-7_dish washer,-0.6618803380870022
t-7_electric stove,-0.1238265190906034
t-7_fridge,-0.4214195223734428
t-7_microwave,-0.8590426256829103
t-7_washer dryer,-0.5081920305769151
t-7_hour,-0.11941800861238067
t-7_day,0.049932316973875374
t-7_lag_1,-0.19264561160097265
t-7_rolling_mean,-0.21693395790467293
t-6_dish washer,-0.9513965179234122
t-6_electric stove,0.459092750749131
t-6_fridge,-0.4081061186472729
t-6_microwave,-0.24174925978582662
t-6_washer dryer,-0.3307775690571805
t-6_hour,-0.41786176499030614
t-6_day,-0.19730341484433644
t-6_lag_1,0.18150572573551432
t-6_rolling_mean,-0.11454988381798467
t-5_dish washer,-0.8269819851440333
t-5_electric stove,-0.007747061358017421
t-5_fridge,-0.19071245445134558
t-5_microwave,-0.19872199008963004
t-5_washer dryer,0.19377127836663868
t-5_hour,0.5546551336763615
t-5_day,-0.00990338656232062
t-5_lag_1,-0.08690763210469626
t-5_rolling_mean,-0.04006804510888555
t-4_dish washer,-0.21219962912534868
t-4_electric stove,0.15693358281450115
t-4_fridge,0.004361538088946581
t-4_microwave,0.46615339499209835
t-4_washer dryer,0.16743887696481474
t-4_hour,-0.1542142393854859
t-4_day,0.32230829552308804
t-4_lag_1,0.36797347082255905
t-4_rolling_mean,0.18903424272551644
t-3_dish washer,-0.4667453455325504
t-3_electric stove,0.2795581143398853
t-3_fridge,-0.025608880409660167
t-3_microwave,-0.6115615351732896
t-3_washer dryer,-0.20065566183509437
t-3_hour,0.26895772868837053
t-3_day,-0.20412614100152102
t-3_lag_1,-0.4124050287613251
t-3_rolling_mean,-0.05367300162384203
t-2_dish washer,-0.3986326235345913
t-2_electric stove,-0.26069835505288164
t-2_fridge,0.8721843691206252
t-2_microwave,0.4918279813733468
t-2_washer dryer,-0.18632559452805378
t-2_hour,-0.2478145057901131
t-2_day,0.22030435913589644
t-2_lag_1,0.14475352608246617
t-2_rolling_mean,0.040997520673771486
t-1_dish washer,-0.9213594402860258
t-1_electric stove,-0.3119662762839246
t-1_fridge,-0.272751340720109
t-1_microwave,0.6683537569174525
t-1_washer dryer,0.3657856558369904
t-1_hour,-0.20696650180354817
t-1_day,0.4924132845964655
t-1_lag_1,-0.1847695557436313
t-1_rolling_mean,-0.18488614247837656
t-0_dish washer,-0.28331520136564853
t-0_electric stove,-0.3059308877790552
t-0_fridge,0.5871995658370248
t-0_microwave,0.3892640313483648
t-0_washer dryer,-0.27887670697775246
t-0_hour,0.31212095817433927
t-0_day,-0.4902252493280665
t-0_lag_1,-0.13214353596937478
t-0_rolling_mean,-0.07035463400216375
