feature,coefficient
t-23_dish washer,0.39011116755951647
t-23_electric stove,-0.2300621523792368
t-23_fridge,-0.1752466665372156
t-23_microwave,-3.0531133177191805e-16
t-23_washer dryer,-0.6089823429735405
t-23_hour,0.030092562321441474
t-23_day,2.233538759958081
t-23_lag_1,0.16908641967497923
t-23_rolling_mean,1.0186705516705252
t-22_dish washer,0.8700448853776608
t-22_electric stove,-0.7465004567029478
t-22_fridge,0.17044397997788746
t-22_microwave,-2.8047009159593017e-14
t-22_washer dryer,-0.5202347418960419
t-22_hour,0.3865442646129851
t-22_day,-0.6040642036900679
t-22_lag_1,0.43969719064519863
t-22_rolling_mean,-2.4203748037742203
t-21_dish washer,0.2953938247370017
t-21_electric stove,-0.21701183006370284
t-21_fridge,-0.3566181493555789
t-21_microwave,-9.006684287271582e-15
t-21_washer dryer,0.6176710295930333
t-21_hour,-0.12726102606948742
t-21_day,-1.743571385847336
t-21_lag_1,0.025541384563924935
t-21_rolling_mean,0.25727171584199104
t-20_dish washer,0.8788055802748778
t-20_electric stove,-1.004150623690997
t-20_fridge,0.09165837000534305
t-20_microwave,-7.155387393709134e-14
t-20_washer dryer,-0.20615785214379256
t-20_hour,0.2201817740518755
t-20_day,-0.36934276755286316
t-20_lag_1,-0.5245431155215275
t-20_rolling_mean,-0.024052939686247943
t-19_dish washer,0.5140861288482337
t-19_electric stove,-0.06985857539141582
t-19_fridge,-0.4033402688313629
t-19_microwave,3.530509218307998e-14
t-19_washer dryer,0.47943099642274434
t-19_hour,0.5867805473025427
t-19_day,1.358233620547682
t-19_lag_1,0.10319232963845884
t-19_rolling_mean,-0.1605337400308527
t-18_dish washer,1.0543760057500162
t-18_electric stove,0.07591177138145366
t-18_fridge,1.103276086390046
t-18_microwave,1.504352198367087e-14
t-18_washer dryer,0.960970026051301
t-18_hour,-0.4012996866238807
t-18_day,-1.9489653337886228
t-18_lag_1,0.22402756118278366
t-18_rolling_mean,-0.08003103299347392
t-17_dish washer,-0.4007025717882798
t-17_electric stove,-0.7147496046865716
t-17_fridge,0.45302763948670755
t-17_microwave,7.549516567451064e-15
t-17_washer dryer,0.8417748737387731
t-17_hour,-0.20463282091432766
t-17_day,-0.14740108212964181
t-17_lag_1,-0.7849034018948748
t-17_rolling_mean,-0.18562885454024325
t-16_dish washer,-0.23290470618915893
t-16_electric stove,0.24889652281279995
t-16_fridge,-0.2795656122780631
t-16_microwave,2.0539125955565396e-15
t-16_washer dryer,-0.66330637676024
t-16_hour,0.5854674917138414
t-16_day,1.4797748432759368
t-16_lag_1,0.49932502540774915
t-16_rolling_mean,-0.02496399163298807
t-15_dish washer,0.23109350943408735
t-15_electric stove,1.8955236267353321
t-15_fridge,-1.4593058168673967
t-15_microwave,-2.5368596112684827e-14
t-15_washer dryer,-0.8320643960798755
t-15_hour,-0.16029384115786627
t-15_day,-1.7189460430556758
t-15_lag_1,0.5903645033868655
t-15_rolling_mean,0.12361620693610688
t-14_dish washer,0.19984960874460536
t-14_electric stove,1.947096190207937
t-14_fridge,0.036806121041702666
t-14_microwave,-1.2656542480726785e-14
t-14_washer dryer,-0.36983147342487666
t-14_hour,-0.535930217955523
t-14_day,-0.10390772012672447
t-14_lag_1,-0.18632619683098206
t-14_rolling_mean,0.3663892110786089
t-13_dish washer,-0.7667489524298674
t-13_electric stove,0.6322380371205194
t-13_fridge,-0.010869732833554802
t-13_microwave,-2.4424906541753444e-15
t-13_washer dryer,0.01547404982907663
t-13_hour,-0.07192048402241466
t-13_day,2.129181698798945
t-13_lag_1,-0.09459599587446199
t-13_rolling_mean,0.12550467798867154
t-12_dish washer,-0.9723287390523191
t-12_electric stove,-0.7973082953655097
t-12_fridge,-1.1070339316146076
t-12_microwave,-3.058664432842306e-14
t-12_washer dryer,-0.5717000981320678
t-12_hour,0.03682824480825819
t-12_day,0.3452323332269898
t-12_lag_1,0.5343374883615543
t-12_rolling_mean,0.10278104829522669
t-11_dish washer,-0.7660352905584955
t-11_electric stove,-0.17941814444815116
t-11_fridge,-0.7053452864715896
t-11_microwave,3.774758283725532e-15
t-11_washer dryer,0.10306330282549003
t-11_hour,0.10394031694053138
t-11_day,0.5937588912897064
t-11_lag_1,0.1678805254678501
t-11_rolling_mean,0.24644143050236111
t-10_dish washer,0.25235195721097425
t-10_electric stove,0.7719744307735563
t-10_fridge,1.5840465842236358
t-10_microwave,5.218048215738236e-15
t-10_washer dryer,0.1811764623233803
t-10_hour,-0.11305725308715764
t-10_day,0.22524238837314187
t-10_lag_1,0.0969522031727213
t-10_rolling_mean,0.3241302087039705
t-9_dish washer,0.735894668883091
t-9_electric stove,-0.6012406078523362
t-9_fridge,0.560923696189195
t-9_microwave,-4.052314039881821e-15
t-9_washer dryer,1.0348490771795924
t-9_hour,0.12537274427949296
t-9_day,0.22232949136276048
t-9_lag_1,-0.31016125970050856
