feature,coefficient
t-9_rolling_mean,-0.01838450172465611
t-8_dish washer,-0.7422680535421825
t-8_electric stove,-1.0207002826548697
t-8_fridge,-0.25164288152459546
t-8_microwave,4.218847493575595e-15
t-8_washer dryer,0.6942755283859339
t-8_hour,-0.04259544632963641
t-8_day,-2.8974711035315224
t-8_lag_1,-0.7539084221438055
t-8_rolling_mean,-0.39224683744985345
t-7_dish washer,0.2945820172364878
t-7_electric stove,1.1676650812252007
t-7_fridge,0.301388880529643
t-7_microwave,1.3877787807814457e-15
t-7_washer dryer,-0.2139943711258061
t-7_hour,-0.07061870239753304
t-7_day,-0.9483078331505421
t-7_lag_1,0.7685480427708624
t-7_rolling_mean,-0.11985868405953393
t-6_dish washer,0.979881728827426
t-6_electric stove,0.8389026553160341
t-6_fridge,0.7583528818812344
t-6_microwave,2.6645352591003757e-15
t-6_washer dryer,0.2601649852552801
t-6_hour,0.03460011160715171
t-6_day,1.1371368978615706
t-6_lag_1,-0.4844672797604382
t-6_rolling_mean,-0.1905543199308979
t-5_dish washer,-0.7494557443840606
t-5_electric stove,-0.5977163035578194
t-5_fridge,0.21014448008958003
t-5_microwave,-2.220446049250313e-16
t-5_washer dryer,0.07568479847031007
t-5_hour,0.23383027768901107
t-5_day,1.6965135985084103
t-5_lag_1,-0.6768077414463513
t-5_rolling_mean,-0.15928356034295627
t-4_dish washer,-1.159478719092648
t-4_electric stove,1.3431308219515112
t-4_fridge,-1.2412122554494733
t-4_microwave,0.0
t-4_washer dryer,-1.1927375286703872
t-4_hour,0.1452115875499923
t-4_day,-0.28464953780894914
t-4_lag_1,1.0611958769067322
t-4_rolling_mean,-0.04059044398656883
t-3_dish washer,0.4009941254686984
t-3_electric stove,1.6150956523118851
t-3_fridge,-0.6124735124451172
t-3_microwave,0.0
t-3_washer dryer,-1.1171822372158313
t-3_hour,-0.21853510423828365
t-3_day,-0.7976210915352197
t-3_lag_1,0.2469653314923172
t-3_rolling_mean,0.2560665133105011
t-2_dish washer,-0.017690974052324823
t-2_electric stove,0.7644575282283999
t-2_fridge,-0.24529103953583464
t-2_microwave,0.0
t-2_washer dryer,0.921264595816997
t-2_hour,-0.08521760908033804
t-2_day,2.1557901407569937
t-2_lag_1,-0.2556072079678706
t-2_rolling_mean,0.42689847616170323
t-1_dish washer,0.2555592007455397
t-1_electric stove,-0.0545558138045374
t-1_fridge,-0.23573021170334368
t-1_microwave,0.0
t-1_washer dryer,1.025648162364739
t-1_hour,-0.028080739465243254
t-1_day,1.0448072617596598
t-1_lag_1,0.3061919192094885
t-1_rolling_mean,0.12068137100121401
t-0_dish washer,-0.4288469156897199
t-0_electric stove,-1.4750170125001043
t-0_fridge,-0.7559958076527216
t-0_microwave,0.0
t-0_washer dryer,0.66415337011801
t-0_hour,-0.42940699153536876
t-0_day,-2.642331714988426
t-0_lag_1,-0.3632042094683606
t-0_rolling_mean,-0.12679329265468153
